RowNo,"P1_rph","P2_unique_dns_req","P3_domain_rph","P4_avg_rpm","P5_high_req","P6_mx","P7_ptr","P8_dnsserver","P9_TDL","P10_SDL","P11_unique_ratio","P12_nx","P13_flow_ratio","P14_dnsrph","P15_len","P16_IRC_ratio","P17_domain_length","P18_SMB_ratio","P19_TLS_ratio","P20_SSH_ratio","P21_MQTT_ratio","P22_TFTP_ratio","P23_NBNS_ratio","P24_TCP_ratio","P25_DCERPC_ratio","P26_ICMP_ratio","P27_DHCP_ratio","P28_UNIQUEDST_count","P29_DST_count",ReqTime,"ip_src"
1665,255,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.6941176470588",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,255,1350054000,"199.59.148.10"
1666,200,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.735",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,200,1350057600,"199.59.148.10"
1667,185,0,0,0,0,0,0,0,0,0,0,0,0,0,"308.1297297297297",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,185,1350061200,"199.59.148.10"
1668,206,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.5485436893204",0,0,0,0,0,0,0,0,"0.8009708737864077",0,0,0,1,206,1350064800,"199.59.148.10"
1669,155,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.4193548387097",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,155,1350068400,"199.59.148.10"
1670,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.32",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1350072000,"199.59.148.10"
1671,306,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.65686274509807",0,0,0,0,0,0,0,0,"0.8006535947712419",0,0,0,1,306,1350075600,"199.59.148.10"
1672,205,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.0731707317073",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,205,1350079200,"199.59.148.10"
1673,271,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.070110701107",0,0,0,0,0,0,0,0,"0.8007380073800738",0,0,0,1,271,1350082800,"199.59.148.10"
1674,275,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.73818181818183",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,275,1350086400,"199.59.148.10"
1675,120,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.7083333333333",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,120,1350090000,"199.59.148.10"
1676,260,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.9923076923077",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,260,1350093600,"199.59.148.10"
1677,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.31111111111113",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,180,1350097200,"199.59.148.10"
1678,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.05555555555554",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,180,1350100800,"199.59.148.10"
1679,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.83809523809526",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350104400,"199.59.148.10"
1680,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"308.48571428571427",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350108000,"199.59.148.10"
1681,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.0388888888889",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,180,1350111600,"199.59.148.10"
1682,211,0,0,0,0,0,0,0,0,0,0,0,0,0,"300.66350710900474",0,0,0,0,0,0,0,0,"0.8009478672985783",0,0,0,1,211,1350115200,"199.59.148.10"
1683,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.8285714285714",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350118800,"199.59.148.10"
1684,255,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.8235294117647",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,255,1349953200,"199.59.148.82"
1685,305,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.4360655737705",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,305,1349956800,"199.59.148.82"
1686,155,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.03225806451616",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,155,1349960400,"199.59.148.82"
1687,275,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.63272727272727",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,275,1349964000,"199.59.148.82"
1688,170,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.22352941176473",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,170,1349967600,"199.59.148.82"
1689,245,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.34285714285716",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,245,1349971200,"199.59.148.82"
1690,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.25555555555553",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,180,1349974800,"199.59.148.82"
1691,265,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.5660377358491",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,265,1349978400,"199.59.148.82"
1692,115,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.82608695652175",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,115,1349982000,"199.59.148.82"
1693,185,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.77837837837836",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,185,1349985600,"199.59.148.82"
1694,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.1933333333333",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1349989200,"199.59.148.82"
1695,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.88666666666666",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1349996400,"199.59.148.82"
1696,105,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.8857142857143",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,105,1350000000,"199.59.148.82"
1697,245,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.37551020408165",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,245,1350003600,"199.59.148.82"
1698,240,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.0416666666667",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,240,1350007200,"199.59.148.82"
1699,245,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.1591836734694",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,245,1350014400,"199.59.148.82"
1700,151,0,0,0,0,0,0,0,0,0,0,0,0,0,"298.72847682119203",0,0,0,0,0,0,0,0,"0.8013245033112583",0,0,0,1,151,1350018000,"199.59.148.82"
1701,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.84285714285716",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350021600,"199.59.148.82"
1702,230,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.10869565217394",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,230,1350025200,"199.59.148.82"
1703,260,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.85769230769233",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,260,1350028800,"199.59.148.82"
1704,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"308.09444444444443",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,180,1350032400,"199.59.148.82"
1705,300,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.13666666666666",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,300,1350036000,"199.59.148.82"
1706,300,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.82666666666665",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,300,1350039600,"199.59.148.82"
1707,280,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.86071428571427",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,280,1350043200,"199.59.148.82"
1708,125,0,0,0,0,0,0,0,0,0,0,0,0,0,"308.328",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,125,1350046800,"199.59.148.82"
1709,325,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.7415384615385",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,325,1350050400,"199.59.148.82"
1710,195,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.4",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,195,1350054000,"199.59.148.82"
1711,270,0,0,0,0,0,0,0,0,0,0,0,0,0,"309.037037037037",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,270,1350057600,"199.59.148.82"
1712,225,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.27555555555557",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,225,1350061200,"199.59.148.82"
1713,231,0,0,0,0,0,0,0,0,0,0,0,0,0,"301.8831168831169",0,0,0,0,0,0,0,0,"0.8008658008658008",0,0,0,1,231,1350064800,"199.59.148.82"
1714,350,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.5342857142857",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,350,1350068400,"199.59.148.82"
1715,220,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.6636363636364",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,220,1350072000,"199.59.148.82"
1716,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.20666666666665",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1350075600,"199.59.148.82"
1717,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.84761904761905",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350079200,"199.59.148.82"
1718,145,0,0,0,0,0,0,0,0,0,0,0,0,0,"301.8137931034483",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,145,1350082800,"199.59.148.82"
1719,241,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.0954356846473",0,0,0,0,0,0,0,0,"0.8008298755186722",0,0,0,1,241,1350086400,"199.59.148.82"
1720,296,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.5405405405405",0,0,0,0,0,0,0,0,"0.8006756756756757",0,0,0,1,296,1350090000,"199.59.148.82"
1721,240,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.375",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,240,1350093600,"199.59.148.82"
1722,240,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.9875",0,0,0,0,0,0,0,0,"0.8041666666666667",0,0,0,1,240,1350097200,"199.59.148.82"
1723,181,0,0,0,0,0,0,0,0,0,0,0,0,0,"309.54696132596683",0,0,0,0,0,0,0,0,"0.8011049723756906",0,0,0,1,181,1350100800,"199.59.148.82"
1724,270,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.9962962962963",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,270,1350104400,"199.59.148.82"
1725,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"301.74666666666667",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1350108000,"199.59.148.82"
1726,270,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.81481481481484",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,270,1350111600,"199.59.148.82"
1727,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.8285714285714",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350115200,"199.59.148.82"
1728,120,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.7083333333333",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,120,1350118800,"199.59.148.82"
1729,135,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.51851851851853",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,135,1349949600,"199.59.149.230"
1730,276,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.1666666666667",0,0,0,0,0,0,0,0,"0.8007246376811594",0,0,0,1,276,1349953200,"199.59.149.230"
1731,245,0,0,0,0,0,0,0,0,0,0,0,0,0,"308.9836734693878",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,245,1349956800,"199.59.149.230"
1732,295,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.95254237288134",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,295,1349960400,"199.59.149.230"
1733,186,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.4139784946237",0,0,0,0,0,0,0,0,"0.8010752688172043",0,0,0,1,186,1349964000,"199.59.149.230"
1734,261,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.92337164750955",0,0,0,0,0,0,0,0,"0.8007662835249042",0,0,0,1,261,1349967600,"199.59.149.230"
1735,171,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.07602339181284",0,0,0,0,0,0,0,0,"0.8011695906432749",0,0,0,1,171,1349971200,"199.59.149.230"
1736,165,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.92121212121214",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,165,1349974800,"199.59.149.230"
1737,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"309.0777777777778",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,180,1349978400,"199.59.149.230"
1738,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.50555555555553",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,180,1349982000,"199.59.149.230"
1739,250,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.764",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,250,1349985600,"199.59.149.230"
1740,260,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.11538461538464",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,260,1349989200,"199.59.149.230"
1741,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.6277777777778",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,180,1349992800,"199.59.149.230"
1742,205,0,0,0,0,0,0,0,0,0,0,0,0,0,"308.5073170731707",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,205,1349996400,"199.59.149.230"
1743,275,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.35636363636365",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,275,1350000000,"199.59.149.230"
1744,165,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.53939393939396",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,165,1350003600,"199.59.149.230"
1745,200,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.99",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,200,1350007200,"199.59.149.230"
1746,235,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.06382978723406",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,235,1350010800,"199.59.149.230"
1747,245,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.33469387755105",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,245,1350018000,"199.59.149.230"
1748,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.3666666666667",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1350021600,"199.59.149.230"
1749,195,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.7025641025641",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,195,1350025200,"199.59.149.230"
1750,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.46",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1350028800,"199.59.149.230"
1751,175,0,0,0,0,0,0,0,0,0,0,0,0,0,"301.8285714285714",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,175,1350032400,"199.59.149.230"
1752,165,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.3272727272727",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,165,1350036000,"199.59.149.230"
1753,190,0,0,0,0,0,0,0,0,0,0,0,0,0,"309.9842105263158",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,190,1350039600,"199.59.149.230"
1754,205,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.33170731707315",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,205,1350043200,"199.59.149.230"
1755,225,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.5777777777778",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,225,1350046800,"199.59.149.230"
1756,225,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.6666666666667",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,225,1350050400,"199.59.149.230"
1757,140,0,0,0,0,0,0,0,0,0,0,0,0,0,"309.8071428571429",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,140,1350054000,"199.59.149.230"
1758,175,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.18285714285713",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,175,1350057600,"199.59.149.230"
1759,256,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.41796875",0,0,0,0,0,0,0,0,"0.80078125",0,0,0,1,256,1350061200,"199.59.149.230"
1760,250,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.408",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,250,1350064800,"199.59.149.230"
1761,175,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.32",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,175,1350068400,"199.59.149.230"
1762,315,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.62857142857143",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,315,1350072000,"199.59.149.230"
1763,145,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.66896551724136",0,0,0,0,0,0,0,0,"0.8068965517241379",0,0,0,1,145,1350075600,"199.59.149.230"
1764,211,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.6919431279621",0,0,0,0,0,0,0,0,"0.8009478672985783",0,0,0,1,211,1350079200,"199.59.149.230"
1765,270,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.8222222222222",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,270,1350082800,"199.59.149.230"
1766,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"301.6533333333333",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1350086400,"199.59.149.230"
1767,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.1066666666667",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1350090000,"199.59.149.230"
1768,250,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.06",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,250,1350093600,"199.59.149.230"
1769,270,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.7851851851852",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,270,1350097200,"199.59.149.230"
1770,151,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.10596026490066",0,0,0,0,0,0,0,0,"0.8013245033112583",0,0,0,1,151,1350100800,"199.59.149.230"
1771,301,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.78073089700996",0,0,0,0,0,0,0,0,"0.8006644518272426",0,0,0,1,301,1350104400,"199.59.149.230"
1772,301,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.01328903654485",0,0,0,0,0,0,0,0,"0.8006644518272426",0,0,0,1,301,1350108000,"199.59.149.230"
1773,151,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.2450331125828",0,0,0,0,0,0,0,0,"0.8013245033112583",0,0,0,1,151,1350111600,"199.59.149.230"
1774,240,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.5083333333333",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,240,1350115200,"199.59.149.230"
1775,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.8666666666667",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350118800,"199.59.149.230"
1776,175,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.8514285714286",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,175,1349953200,"199.59.150.39"
1777,205,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.2439024390244",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,205,1349956800,"199.59.150.39"
1778,241,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.95435684647305",0,0,0,0,0,0,0,0,"0.8008298755186722",0,0,0,1,241,1349960400,"199.59.150.39"
1779,190,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.3421052631579",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,190,1349964000,"199.59.150.39"
1780,247,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.2024291497976",0,0,0,0,0,0,0,0,"0.8016194331983806",0,0,0,1,247,1349967600,"199.59.150.39"
1781,295,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.7491525423729",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,295,1349971200,"199.59.150.39"
1782,220,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.79545454545456",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,220,1349974800,"199.59.150.39"
1783,140,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.35714285714283",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,140,1349978400,"199.59.150.39"
1784,295,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.8847457627119",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,295,1349982000,"199.59.150.39"
1785,200,0,0,0,0,0,0,0,0,0,0,0,0,0,"308.695",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,200,1349985600,"199.59.150.39"
1786,250,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.788",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,250,1349989200,"199.59.150.39"
1787,300,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.5733333333333",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,300,1349992800,"199.59.150.39"
1788,285,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.1859649122807",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,285,1349996400,"199.59.150.39"
1789,235,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.9659574468085",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,235,1350000000,"199.59.150.39"
1790,230,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.9478260869565",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,230,1350003600,"199.59.150.39"
1791,230,0,0,0,0,0,0,0,0,0,0,0,0,0,"308.09565217391304",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,230,1350007200,"199.59.150.39"
1792,310,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.5548387096774",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,310,1350010800,"199.59.150.39"
1793,205,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.11219512195123",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,205,1350014400,"199.59.150.39"
1794,145,0,0,0,0,0,0,0,0,0,0,0,0,0,"310.95862068965516",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,145,1350018000,"199.59.150.39"
1795,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.1666666666667",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,180,1350021600,"199.59.150.39"
1796,295,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.2237288135593",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,295,1350025200,"199.59.150.39"
1797,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.3047619047619",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350028800,"199.59.150.39"
1798,155,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.51612903225805",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,155,1350032400,"199.59.150.39"
1799,180,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.49444444444447",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,180,1350036000,"199.59.150.39"
1800,155,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.81935483870967",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,155,1350039600,"199.59.150.39"
1801,171,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.56140350877195",0,0,0,0,0,0,0,0,"0.8011695906432749",0,0,0,1,171,1350043200,"199.59.150.39"
1802,260,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.63461538461536",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,260,1350046800,"199.59.150.39"
1803,250,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.652",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,250,1350050400,"199.59.150.39"
1804,235,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.9872340425532",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,235,1350054000,"199.59.150.39"
1805,205,0,0,0,0,0,0,0,0,0,0,0,0,0,"302.94146341463414",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,205,1350057600,"199.59.150.39"
1806,230,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.2086956521739",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,230,1350061200,"199.59.150.39"
1807,275,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.8363636363636",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,275,1350064800,"199.59.150.39"
1808,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.4047619047619",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350068400,"199.59.150.39"
1809,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.42",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1350072000,"199.59.150.39"
1810,241,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.4190871369295",0,0,0,0,0,0,0,0,"0.8008298755186722",0,0,0,1,241,1350075600,"199.59.150.39"
1811,206,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.0388349514563",0,0,0,0,0,0,0,0,"0.8009708737864077",0,0,0,1,206,1350079200,"199.59.150.39"
1812,260,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.3",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,260,1350082800,"199.59.150.39"
1813,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"308.37619047619046",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350086400,"199.59.150.39"
1814,266,0,0,0,0,0,0,0,0,0,0,0,0,0,"304.0263157894737",0,0,0,0,0,0,0,0,"0.8007518796992481",0,0,0,1,266,1350090000,"199.59.150.39"
1815,120,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.5833333333333",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,120,1350093600,"199.59.150.39"
1816,151,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.6622516556291",0,0,0,0,0,0,0,0,"0.8013245033112583",0,0,0,1,151,1350097200,"199.59.150.39"
1817,270,0,0,0,0,0,0,0,0,0,0,0,0,0,"303.8333333333333",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,270,1350100800,"199.59.150.39"
1818,240,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.50416666666666",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,240,1350108000,"199.59.150.39"
1819,210,0,0,0,0,0,0,0,0,0,0,0,0,0,"306.9",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,210,1350111600,"199.59.150.39"
1820,181,0,0,0,0,0,0,0,0,0,0,0,0,0,"307.585635359116",0,0,0,0,0,0,0,0,"0.8011049723756906",0,0,0,1,181,1350115200,"199.59.150.39"
1821,211,0,0,0,0,0,0,0,0,0,0,0,0,0,"305.6445497630332",0,0,0,0,0,0,0,0,"0.8009478672985783",0,0,0,1,211,1350118800,"199.59.150.39"
1822,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"300.96",0,0,0,0,0,0,0,0,"0.8",0,0,0,1,150,1349949600,"199.59.150.7"
